gene,logp
isogroup839,0
isogroup828,1.08252433111838
isogroup831,0.691281712589986
isogroup832,0
isogroup17998,0
isogroup6398,0
isogroup834,0
isogroup833,0
isogroup6878,0
isogroup835,0.281697378355427
isogroup836,0
isogroup838,0.51094488205949
isogroup837,1.45291871610306
isogroup843,0
isogroup844,0.976527608563144
isogroup846,0
isogroup847,0.0708941278876591
isogroup850,0
isogroup546,0
isogroup10221,3.2065386447937
isogroup5866,1.3331458032245
isogroup11921,0
isogroup3353,1.52077506831133
isogroup854,0.220125978934899
isogroup13055,0
isogroup855,0.172762328487374
isogroup856,0.0503612358832435
isogroup857,0
isogroup858,0
isogroup864,0
isogroup862,1.42806074833252
isogroup884,1.62091241052429
isogroup2637,0
isogroup8128,2.13168624425521
isogroup868,0
isogroup11923,0.667851670474369
isogroup869,0
isogroup870,0.538156950464969
isogroup874,0
isogroup876,0
isogroup877,1.01464806503256
isogroup5851,0
isogroup878,0
isogroup881,0
isogroup880,0
isogroup13525,0
isogroup891,0.443086186750286
isogroup7017,0
isogroup6624,0
isogroup893,0
isogroup895,0.245447205851824
isogroup5568,0
isogroup896,0.584937878345878
isogroup897,1.57425202023924
isogroup898,0.109159674032568
isogroup899,0.0392578106442487
isogroup900,0
isogroup902,0
isogroup903,0.565604631807204
isogroup904,0.291565455955559
isogroup905,0
isogroup5911,0
isogroup6040,0
isogroup906,0
isogroup907,0
isogroup908,0
isogroup4240,0
isogroup6151,0
isogroup26149,0
isogroup23732,0
isogroup754,0.232630677316068
isogroup818,0
isogroup923,0.278693391758596
isogroup913,2.88706508954874
isogroup6084,0.771016229497592
isogroup6022,0
isogroup914,0.751345041118519
isogroup915,0.824855298517075
isogroup916,4.73490299784287
isogroup922,2.03287729683733
isogroup806,0
isogroup14563,0
isogroup925,0.809066837027659
isogroup924,1.61828462739156
isogroup927,0
isogroup16886,0
isogroup930,0
isogroup931,1.2719416444701
isogroup16380,0.510734754633592
isogroup935,0.156528261851598
isogroup934,0.179600236120172
isogroup16315,0.185647042076919
isogroup10467,0
isogroup936,0.715523828648046
isogroup957,0.0237845899539435
isogroup939,0
isogroup22110,0
isogroup841,0
isogroup940,3.30661244757551
isogroup26885,0
isogroup10366,1.3469354255358
isogroup18652,0.407478541575904
isogroup942,0
isogroup955,0.0231147627012722
isogroup946,0.20993544232336
isogroup950,0
isogroup952,0.274519487860743
isogroup951,0
isogroup956,0.677560414606909
isogroup958,0.530703219496585
isogroup626,0
isogroup962,0.608015154704166
isogroup961,1.90261850323499
isogroup1916,0.426281050248938
isogroup964,0
isogroup10486,0.069443231830258
isogroup966,0.345845157565282
isogroup968,0.37970392743104
isogroup986,1.8741477721503
isogroup973,0.153195014763367
isogroup974,0
isogroup3663,0
isogroup460,0.920576693406212
isogroup978,0.00805087653354147
isogroup979,1.61110939811647
isogroup980,0.376296336157875
isogroup12863,0
isogroup981,0
isogroup992,0.265003154440777
isogroup984,0.579601783816362
isogroup977,0
isogroup987,1.90037349629507
isogroup8765,0
isogroup953,3.28342575360116
isogroup9370,0.580292617993555
isogroup1004,0
isogroup13173,0
isogroup982,0.45592814201523
isogroup996,0
isogroup999,0.0795091839195787
isogroup1001,0.277347660497372
isogroup1006,0
isogroup1007,1.81345365343672
isogroup1009,0.076234880895885
isogroup8979,0
isogroup17113,0
isogroup821,0.29877992919759
isogroup1010,4.3291397084462
isogroup1011,1.23830719231742
isogroup1016,0
isogroup13073,0.0023046200099515
isogroup7360,0
isogroup6677,0
isogroup37930,0.937153677758226
isogroup8253,0
isogroup1018,0.189698916623754
isogroup6952,0.876310483148603
isogroup11113,0.417533782168733
isogroup3606,0
isogroup1020,0
isogroup1022,0
isogroup14179,0.2040634171859
isogroup12330,0.128867323933164
isogroup1023,0
isogroup1025,0
isogroup1026,1.08984417274426
isogroup8779,0.583756643973417
isogroup1028,0
isogroup3324,0
isogroup11845,0.649579544799944
isogroup1031,0.115195548181928
isogroup1032,2.41560024273236
isogroup1034,0
isogroup1035,0
isogroup1036,1.02066678899001
isogroup1037,0.538225312103279
isogroup5304,0
isogroup13065,0
isogroup1027,0
isogroup2415,0.0379890151208046
isogroup1040,0
isogroup17596,0
isogroup688,0.50294105091981
isogroup9175,1.4474276055985
isogroup8731,0.120607428822155
isogroup1043,0
isogroup1046,0
isogroup857.1,1.71299526624189
isogroup1049,0
isogroup10447,0
isogroup1051,4.30386693728259
isogroup364,0.455942516251968
isogroup1079,1.08423816870692
isogroup1078,0
isogroup1054,0
isogroup1055,0.663072181481844
isogroup7994,0
isogroup13353,0.495681742658147
isogroup7290,0
isogroup19428,0.765485111280302
isogroup3786,0
isogroup13562.1,0
isogroup1059,0
isogroup1061,0.158124816416982
isogroup1063,2.04601504646796
isogroup1065,0.127445477220029
isogroup1064,0
isogroup1066,0
isogroup1067,0
isogroup1082,0
isogroup1076,0
isogroup1073,0
isogroup6691,0
isogroup5831,0.311917001258847
isogroup3974,0
isogroup1083,1.72314623852354
isogroup10447,0.674826318334798
isogroup7365,0.466038443046183
isogroup13599,0.212264362109168
isogroup1091,0.709883797919899
isogroup1093,0.927553802323058
isogroup1092,0
isogroup3969,0.397429798995876
isogroup1095,0
isogroup1096,2.72209554339435
isogroup2018,0.753568023101673
isogroup25291,0.44011915729804
isogroup1101,1.97092944066341
isogroup1103,1.1479796729231
isogroup7781,0.994149980315943
isogroup1127,0.519847591139799
isogroup709,0
isogroup1106,0
isogroup1132,0
isogroup1111,0.710123611170303
isogroup1115,1.78131502365693
isogroup1116,0
isogroup1085,0
isogroup1118,0.42082177494157
isogroup1119,0
isogroup19248,0
isogroup1120,0.920979874486853
isogroup18444,0.499897203152121
isogroup3749,0.55007293210474
isogroup1122,5.31987653002343
isogroup21833,0.202501463969385
isogroup13264,0
isogroup15649,0
isogroup12229,0
isogroup6665,0
isogroup1128,0
isogroup1130,0.114798119455937
isogroup1140,0
isogroup1202,0.368403852770017
isogroup23326,0
isogroup957.1,0.26438697854251
isogroup11593,0.723101809343585
isogroup1141,0.610008101196371
isogroup1062,1.03685613477529
isogroup1143,0.418336752189595
isogroup1145,0
isogroup12229,0
isogroup1146,0
isogroup1150,0
isogroup1149,0
isogroup1162,0
isogroup688,1.09098384176811
isogroup1153,0.352701064503471
isogroup16890,0.000490325342336834
isogroup1155,1.36885155702495
isogroup1159,0.109962994922466
isogroup4118,0
isogroup14539,2.098269865665
isogroup4271,0.00344390472755482
isogroup18387,0
isogroup4496,0.250883795555799
isogroup1163,0
isogroup1165,0
isogroup1169,0.798966973267467
isogroup28378,0
isogroup23419,0
isogroup1171,2.58354180961603
isogroup1172,0
isogroup1173,1.28110196795232
isogroup8115,0.202009633276694
isogroup1177,0
isogroup5315,0
isogroup1179,0
isogroup1199,0.79033389167417
isogroup1200,1.03232509463596
isogroup1184,0
isogroup1185,0.895922581839328
isogroup1186,1.15408585812113
isogroup25272,0.745430491295058
isogroup1188,0
isogroup1191,1.32131516184755
isogroup1224,0
isogroup479.1,0
isogroup9110,0.0950834955446566
isogroup1207,4.71670411089503
isogroup1208,0.22497990956441
isogroup13209,0.960334059654708
isogroup8704,0
isogroup1213,2.8084759877797
isogroup21644,1.58124166101297
isogroup1217,0
isogroup1236,0.559729034721215
isogroup1220,1.1695476953824
isogroup1222,0
isogroup2757,0.579755325447066
isogroup21245,0.075328534910943
isogroup1223,0.117498091651708
isogroup872,0
isogroup1226,1.33161497770979
isogroup1229,0.214987372606673
isogroup1230,0.411596315456276
isogroup1231,0
isogroup6238,0
isogroup1232,0.651415161986268
isogroup1235,0
isogroup1237,0
isogroup1238,1.32304787816463
isogroup1240,1.13973568691798
isogroup1241,0
isogroup1244,0.730968235709249
isogroup810,0.396868809453738
isogroup24819,0
isogroup1250,1.61758037852638
isogroup1251,0
isogroup1252,0
isogroup12289,0
isogroup108,0
isogroup3276.1,0.332459339030777
isogroup6401,0
isogroup1253,1.06621114390945
isogroup7057,0
isogroup1259,2.45062692632557
isogroup1260,1.24588209398485
isogroup1261,0.6339737521381
isogroup1265,0
isogroup2161,0
isogroup1267,1.17391682143242
isogroup1269,0
isogroup1270,0.765693978801991
isogroup1271,0.614448255667194
isogroup1304,1.24246640857146
isogroup1274,0
isogroup12305,0.0855193635725712
isogroup1278,0
isogroup7321,0
isogroup1279,0.12264093731224
isogroup10493,0
isogroup1135,0.451903421306597
isogroup19533,0
isogroup1282,0.105855940367885
isogroup1297,0
isogroup1284,0
isogroup1285,0.142859610747616
isogroup3970,0.372822083656301
isogroup19603,0
isogroup1100,0.299095275898616
isogroup1290,0.143163817461928
isogroup1292,0.953358791199273
isogroup1293,0.81037074729121
isogroup1294,0.2968984492757
isogroup1296,0.390506432895704
isogroup1299,1.71431923789079
isogroup1301,0
isogroup1305,1.72783154179967
isogroup1307,1.13772161230753
isogroup1306,0
isogroup1309,0.788428089155752
isogroup1311,0.00214133027331612
isogroup1313,0.116234182373374
isogroup1312,0.966544483032441
isogroup1315,0.646880701826087
isogroup1320,0
isogroup1322,0
isogroup5339,0.27094136355953
isogroup9101,0.347672901410608
isogroup4165,1.56213665767602
isogroup23946,0.106913075297477
isogroup1327,0
isogroup1330,0
isogroup1331,0.288959454090209
isogroup1346,1.26035561248224
isogroup24637,0
isogroup790,0
isogroup1335,3.84408713041358
isogroup1338,1.28629245036459
isogroup1337,1.51714187178271
isogroup1339,0.988733056506385
isogroup3508,0.862663543250302
isogroup1342,0
isogroup1343,0.861907256152095
isogroup1344,1.31389385264979
isogroup436.2,0.214261731176461
isogroup1345,0
isogroup11188,0.368039615131161
isogroup1355,0
isogroup1357,0.869846868794466
isogroup21933,0.145793283009646
isogroup1359,1.29507596762438
isogroup1362,0.475292664862249
isogroup24308,0
isogroup3030,0
isogroup1365,0.210771362745924
isogroup4570,0.291076458250859
isogroup24059,0.0795303737274118
isogroup1386,0.643808813588542
isogroup1368,2.88688016346205
isogroup1390,0.789468339676937
isogroup1371,0
isogroup1372,0
isogroup1375,1.22036787775693
isogroup1374,0.568494073655028
isogroup1377,0
isogroup1379,1.00956767769657
isogroup1381,0.686226283169875
isogroup1403,0
isogroup6458,0
isogroup5652,0.100284748445007
isogroup1382,0
isogroup5449,0
isogroup1385,0.831927039118089
isogroup10191,0
isogroup525,0.997363980613046
isogroup1333,0
isogroup1394,0.199830469626306
isogroup1393,0.356565353741638
isogroup1395,0
isogroup15297,0
isogroup19199,0
isogroup1300,0
isogroup1401,0.165425897681069
isogroup13661,0
isogroup1408,1.12336879815502
isogroup1429,1.48857841763357
isogroup17949,0
isogroup1414,0.404418554118373
isogroup5235,0
isogroup13169,0
isogroup1419,0
isogroup1041,0.633934589164547
isogroup1445,0.700139443404311
isogroup11281,0.0254313001953384
isogroup1423,0.90830667040893
isogroup11365,0
isogroup1425,0
isogroup1052,0
isogroup1426,0
isogroup1427,0.576601938904318
isogroup1428,0
isogroup1430,0
isogroup1431,0
isogroup1432,0
isogroup6693,0.546224691269569
isogroup1434,0
isogroup1435,0
isogroup1439,1.06219805946028
isogroup1440,0.564015565967399
isogroup10222,0.785184179594087
isogroup8395,0
isogroup1460,1.08540631318597
isogroup1441,0.497149093849495
isogroup1464,0
isogroup1452,0
isogroup1453,0
isogroup3394,0
isogroup1455,1.2596466942328
isogroup1456,0
isogroup1457,0
isogroup1458,0
isogroup1459,0.762816088957689
isogroup1462,0
isogroup1463,0.445570588900005
isogroup1630,0
isogroup1465,0
isogroup1411,0
isogroup1510,2.28193683357316
isogroup1467,0
isogroup1468,0
isogroup1472,0
isogroup1281,0
isogroup1478,1.35190802628861
isogroup1476,0
isogroup1475,0
isogroup1479,0.69364546498732
isogroup1481,1.48186220845168
isogroup1482,0.296427791856138
isogroup1483,1.26181385907954
isogroup1499,4.63324691831242
isogroup1383,0
isogroup8282,1.04233941076743
isogroup1488,0
isogroup14945,0.204520190305749
isogroup1490,0
isogroup1491,2.30275405257902
isogroup17639,2.33218527299253
isogroup14422,0
isogroup1492,0.247310488838093
isogroup6839,0.059952831872885
isogroup26229,1.74423040173308
isogroup28302,0.264796390363259
isogroup23412,0
isogroup6905,1.49949173248405
isogroup1495,0
isogroup1498,0
isogroup11261,0.225149390765309
isogroup1501,0.000849619187305276
isogroup22792,0.0607514762197401
isogroup1503,0.130453756506224
isogroup1504,0
isogroup1506,0
isogroup1507,1.01309768049232
isogroup6867,0
isogroup18386,0.00049032545388679
isogroup463,0
isogroup1509,0
isogroup1512,3.02883816625694
isogroup1514,1.39036505772271
isogroup16932.1,0
isogroup1516,0.542509468606153
isogroup1517,0
isogroup1519,1.77486095882063
isogroup3104,0
isogroup12223,0
isogroup1521,0
isogroup2485,0
isogroup1466.1,0
isogroup1524,0
isogroup11389,0.693098856607068
isogroup1523,0.0398033970392455
isogroup1538,0
isogroup6396,0
isogroup1529,1.68200878681228
isogroup1530,0.816441875821366
isogroup1531,0
isogroup1533,0
isogroup1124,0
isogroup1540,0
isogroup1539,0.165882953323798
isogroup23821,0
isogroup3448,0.478680790349914
isogroup1542,0
isogroup538,0.417296454930395
isogroup1302,0
isogroup1545,0.780146998356996
isogroup1544,0
isogroup1546,0
isogroup8818,0.46448014777552
isogroup8728.1,0
isogroup7283,0.098289542372597
isogroup1551,0
isogroup1554,0
isogroup1303,0
isogroup7362,0.627600093277452
isogroup1557,0
isogroup1560,0
isogroup1559,0.445223895400592
isogroup1562,0
isogroup1387,2.10840267227371
isogroup1564,0.85871253901937
isogroup13895,0.369926296881081
isogroup11957,0
isogroup10954,0.790434588390467
isogroup1591,0
isogroup25678,0.0493558589374267
isogroup1572,0.105975329237344
isogroup10518,0.687287814582244
isogroup15269,0.497634331330999
isogroup1573,0.62106872846098
isogroup1575,0.209106538826851
isogroup7312,1.01463666296818
isogroup1152,0
isogroup1579,0.198604237247028
isogroup1580,0
isogroup1582,1.34932324684945
isogroup1586,2.17394327221706
isogroup24610,0.000849619155077001
isogroup16530,0
isogroup12199,0
isogroup7369,0.859488660563858
isogroup10522,0
isogroup1590,0
isogroup1592,0
