gene,mbd.score
isogroup0,-0.699645131575399
isogroup1,1.01415130211094
isogroup10,-1.6267993564529
isogroup100,1.34717122023062
isogroup1000,2.1718142312219
isogroup10000,1.55999326241357
isogroup10001,0.412986048744867
isogroup10002,-2.42026355209949
isogroup10003,-0.255079896017233
isogroup10004,1.34904411470744
isogroup10006,-1.74570797798298
isogroup10007,1.0755560034908
isogroup10008,-1.61699466799468
isogroup10009,-1.30764523584255
isogroup1001,0.902035941762833
isogroup10010,-1.21391371593833
isogroup10011,2.22126174393371
isogroup10012,0.859081131430063
isogroup10013,1.5662525936747
isogroup10014,2.0343313824789
isogroup10015,1.2050455724245
isogroup10016,-1.39322164432573
isogroup10017,0.2497042016945
isogroup10018,1.94451176541876
isogroup10019,-1.48615369178259
isogroup1002,0.00860445933033977
isogroup10020,-0.973756275159234
isogroup10021,1.86887460663524
isogroup10022,-1.64808166062341
isogroup10023,0.792407721869504
isogroup10024,1.46664862473162
isogroup10026,-1.52896547669244
isogroup10027,-0.692113191055609
isogroup10028,-1.92485113665018
isogroup10029,1.77199739593438
isogroup1003,-1.35261128238918
isogroup10030,1.73604153868962
isogroup10031,1.28508070090416
isogroup10032,0.224641727847962
isogroup10033,0.502905914249916
isogroup10034,2.53620186559157
isogroup10035,0.659820127635424
isogroup10036,0.682075934606546
isogroup10037,0.250583157755322
isogroup10038,-0.939527021166719
isogroup10039,-1.02076283885653
isogroup1004,0.279007270274216
isogroup10040,0.747377140238735
isogroup10041,0.352326614064333
isogroup10043,2.764571341885
isogroup10044,2.37044363694253
isogroup10045,-1.95461243701384
isogroup10047,1.07927882144779
isogroup10048,0.546535991579579
isogroup10049,-0.675519718458533
isogroup1005,0.977312093688934
isogroup10050,-2.18510882018821
isogroup10051,0.00662323947061421
isogroup10052,1.61961004529597
isogroup10054,-0.143728614303028
isogroup10055,1.39690078216723
isogroup10056,1.10312329392588
isogroup10058,-1.42315590853283
isogroup10059,1.49557222392433
isogroup1006,0.475712096215312
isogroup10060,2.12614559897393
isogroup10061,-1.36934210617883
isogroup10062,1.03360452897149
isogroup10063,0.402937065548888
isogroup10066,-0.924252321077415
isogroup10067,0.542608606955897
isogroup10068,-1.27258721757528
isogroup1007,-0.72051330096614
isogroup10070,3.34282150756554
isogroup10071,2.14663234344783
isogroup10072,-1.29714350752022
isogroup10073,-1.67905098414025
isogroup10074,0.877090205549092
isogroup10075,-0.720014155855256
isogroup10076,-0.403631495960139
isogroup10077,0.741772907495398
isogroup10078,-1.17472863384338
isogroup10079,0.420263639575278
isogroup1008,1.84094611722346
isogroup10080,-0.823204518483284
isogroup10081,2.49752020288293
isogroup10082,0.621162513310353
isogroup10083,1.94245848870837
isogroup10084,1.7635437589275
isogroup10086,-0.391038041584542
isogroup10087,1.03712251308957
isogroup10088,0.767712604825106
isogroup1009,-1.72212174679455
isogroup10090,2.16807669656631
isogroup10091,0.0355235780916589
isogroup10092,-0.427141052606166
isogroup10093,-1.01462928203241
isogroup10094,0.203581088726379
isogroup10095,1.51553097129022
isogroup10096,2.07530423041416
isogroup10097,-0.136577463274385
isogroup10099,0.618735108428235
isogroup101,2.9077847468058
isogroup1010,0.495244829728667
isogroup10100,0.0935388623249775
isogroup10101,-2.70770721976059
isogroup10102,2.1382151926117
isogroup10103,-1.73237490471164
isogroup10104,-1.19195361394718
isogroup10105,1.59480475282371
isogroup10106,-1.19435662571246
isogroup10107,0.572370608885076
isogroup10108,1.81233519375651
isogroup10109,-2.14736054518183
isogroup1011,2.80440784697794
isogroup10110,2.13735689626845
isogroup10112,1.07867381374152
isogroup10113,1.12134207893685
isogroup10114,-2.7079529234206
isogroup10115,-0.223428383673861
isogroup10116,1.65572083992202
isogroup10119,-1.15664376843325
isogroup1012,-1.04825179951127
isogroup10120,-0.466242519347339
isogroup10121,2.47578820813444
isogroup10122,-1.72480721255382
isogroup10125,-1.91211826560419
isogroup10126,3.27476579542519
isogroup10127,-1.61497799618263
isogroup1013,-0.407252603541774
isogroup10130,-1.34473748442422
isogroup10131,1.74392282036963
isogroup10132,-1.1347284655024
isogroup10134,2.06829603938397
isogroup10135,2.40788854609125
isogroup10136,-0.18445608726884
isogroup10137,2.44721598448124
isogroup10138,1.02163959647245
isogroup10139,0.607487806581009
isogroup1014,-1.22580935350757
isogroup10140,-1.39084865950231
isogroup10141,1.77990936395251
isogroup10142,0.151300175961543
isogroup10143,-0.282991883912678
isogroup10144,0.950172383694136
isogroup10145,2.21319535346482
isogroup10146,1.01656254727673
isogroup10147,1.64209820974444
isogroup10148,5.26539361407087
isogroup10149,-1.03594370033906
isogroup1015,-0.123973758872139
isogroup10150,-1.64859091326745
isogroup10152,2.53681968407021
isogroup10153,1.81154840541459
isogroup10154,1.81269486692951
isogroup10156,0.375656317348898
isogroup10157,-1.09747000508425
isogroup10158,2.10581742665669
isogroup10159,1.69742197332381
isogroup1016,0.762118655149733
isogroup10160,0.838913107287803
isogroup10161,2.45701133485435
isogroup10162,1.79478434087777
isogroup10164,5.52220963383484
isogroup10165,2.41799913885406
isogroup10167,0.887031327499387
isogroup10169,0.392245667424244
isogroup10170,0.584536854865317
isogroup10171,2.43407527788511
isogroup10172,-1.21603961722938
isogroup10173,4.500716344796
isogroup10174,-3.04457468922824
isogroup10176,1.8652040857911
isogroup10177,2.507063332162
isogroup10178,1.04339102448318
isogroup10179,-1.1493822230326
isogroup1018,-0.45431733152385
isogroup10180,-0.419058700120995
isogroup10181,-1.90500754782356
isogroup10184,4.03068311267864
isogroup10185,0.409526855918125
isogroup10186,-0.948127473413129
isogroup10187,-1.2276432579255
isogroup10188,-1.42046279683903
isogroup10189,-2.70992477116505
isogroup1019,-1.37697840700097
isogroup10190,-1.19514623017382
isogroup10191,-0.00992634751774148
isogroup10193,-1.14058987219458
isogroup10194,4.61692819607188
isogroup10195,-0.0155311782424901
isogroup10196,-1.53821489180469
isogroup10197,-1.790970478677
isogroup10198,1.83799812483725
isogroup10199,1.4859761907883
isogroup102,-2.17331814708382
isogroup1020,-0.28565382699136
isogroup10200,-1.33973841414232
isogroup10203,1.18304029702519
isogroup10204,-1.94340092336255
isogroup10205,0.880658642307973
isogroup10206,1.69181529955353
isogroup10207,-2.02858228922291
isogroup10208,2.22351112295729
isogroup10209,-2.20023256887105
isogroup10210,-1.43783110324611
isogroup10212,1.98231062523414
isogroup10213,1.68298797137428
isogroup10214,1.56250505689803
isogroup10215,-1.96765849539536
isogroup10216,-0.0492342530229986
isogroup10217,-1.61599027367574
isogroup10218,1.41650032662906
isogroup10219,0.915583555706165
isogroup1022,0.601341374500648
isogroup10220,1.21997376700112
isogroup10221,1.39086809945633
isogroup10222,1.01616673085558
isogroup10223,0.556645682881085
isogroup10224,0.527096164495415
isogroup10225,-1.290015317751
isogroup10226,0.521251991693077
isogroup10227,-0.954904831387748
isogroup10228,1.7746561253105
isogroup10229,-1.24082889177478
isogroup1023,1.21193905093486
isogroup10230,-0.889030880833878
isogroup10231,1.52520306643801
isogroup10232,0.401636098022208
isogroup10233,0.429619458562423
isogroup10234,-0.276535257684433
isogroup10235,-1.579063917815
isogroup10236,1.87571520518665
isogroup10237,2.04680620347062
isogroup10238,2.26607100652486
isogroup10239,-1.10846715098605
isogroup1024,-0.748331109247267
isogroup10240,5.04854265618734
isogroup10241,-0.932909033030454
isogroup10242,-2.63730765626275
isogroup10243,-1.10207149796928
isogroup10244,1.35464569241134
isogroup10245,-0.9053601204893
isogroup10246,-0.612932380228179
isogroup10248,-0.0626724086642812
isogroup10249,-0.222767546208447
isogroup1025,2.06513287673635
isogroup10250,0.737736065657131
isogroup10251,-0.130691560307633
isogroup10252,0.0436402095260174
isogroup10253,5.39406835465894
isogroup10254,-1.79997759803481
isogroup10255,1.99947100314202
isogroup10256,0.333569921280931
isogroup10258,0.723558044928698
isogroup10259,-0.68981933028565
isogroup1026,-0.488134283647685
isogroup10260,-0.73426607261854
isogroup10261,-0.0953354063558395
isogroup10263,-0.423668373675261
isogroup10264,-2.13138364831555
isogroup10265,-0.729585363375443
isogroup10266,-0.623205040926294
isogroup10267,-1.74069834744496
isogroup10268,-1.54401679901704
isogroup10269,0.17359685369296
isogroup1027,-1.14016228132869
isogroup10270,-0.410828828626893
isogroup10271,-0.627290464074267
isogroup10272,-0.980213647687603
isogroup10273,-0.740774784475461
isogroup10274,2.34947160836882
isogroup10275,-1.1841499624813
isogroup10276,-0.052054999748738
isogroup10277,-0.980016542328294
isogroup10278,-1.38519971197012
isogroup10279,1.4132386101679
isogroup1028,-0.762781007097148
isogroup10280,-1.55089247709919
isogroup10281,1.58780498059835
isogroup10282,0.147097157216713
isogroup10283,0.19667422333095
isogroup10284,0.730651841530802
isogroup10285,-0.674033816173343
isogroup10286,-1.34529381368914
isogroup10288,-1.2872114072077
isogroup10289,1.40990876221367
isogroup1029,-1.22550182349308
isogroup10290,-1.47728192978133
isogroup10291,1.1674742557
isogroup10292,0.346055447692963
isogroup10294,-1.22864071063141
isogroup10297,-1.69429235339105
isogroup10298,-1.62711664065837
isogroup10299,-1.93195857400262
isogroup103,0.0373536355965778
isogroup10300,-0.821464095223986
isogroup10301,1.74440169638565
isogroup10302,0.0174426263890685
isogroup10303,-1.91714063954023
isogroup10304,0.477181208119511
isogroup10305,1.73147496125783
isogroup10306,0.466073053507608
isogroup10307,-1.90100103880393
isogroup10308,-1.04313003071954
isogroup10309,-2.35252869469681
isogroup1031,-0.974474164105264
isogroup10310,-0.0249109618390388
isogroup10311,0.573363145397149
isogroup10312,0.8861175342671
isogroup10313,-1.07472452750692
isogroup10315,-0.999034615278339
isogroup10317,1.53781903927878
isogroup10318,0.546414497969268
isogroup10319,4.33603054769552
isogroup1032,1.73078102728427
isogroup10320,-0.726875623735441
isogroup10321,0.47768240485005
isogroup10322,1.47024785981262
isogroup10323,-1.25348139617121
isogroup10324,-2.23485216381457
isogroup10325,-1.62525497495598
isogroup10326,-1.50246578529893
isogroup10327,0.253899697328612
isogroup10328,0.854161690542304
isogroup10329,-0.625380526952778
isogroup1033,-0.382645399183808
isogroup10331,-1.46900851757127
isogroup10332,-0.821967120576152
isogroup10333,-0.524515654486485
isogroup10335,-1.17211851302826
isogroup10337,-0.133966991424818
isogroup10338,2.36501490320407
isogroup10339,2.00484116174663
isogroup1034,-1.01659368554634
isogroup10340,-1.09145522537032
isogroup10341,0.0635564095787507
isogroup10342,1.87240834369639
isogroup10343,2.660420535146
isogroup10344,2.35925966824682
isogroup10345,2.11919628410864
isogroup10346,0.163352985777548
isogroup10347,-0.431384273685299
isogroup10348,-1.2735931501015
isogroup10349,1.53101141223994
isogroup1035,1.10432267937876
isogroup10350,-0.30094868773149
isogroup10351,-1.7422522630896
isogroup10352,-1.60674840074327
isogroup10354,0.553186237169278
isogroup10355,1.4029448683345
isogroup10356,-0.363943210249898
isogroup10357,-1.45430954283135
isogroup10358,1.07606273499659
isogroup10359,2.0645441037273
isogroup1036,0.879682900761176
isogroup10360,2.6677990089314
isogroup10361,-0.91370913464135
isogroup10362,-1.25911307944581
isogroup10363,3.0469881543756
isogroup10364,-1.46121117845467
isogroup10365,-1.72180158556333
isogroup10366,0.861144744243814
isogroup10367,2.22504186296208
isogroup10368,-1.2571342359248
isogroup1037,-1.69220541678374
isogroup10370,1.85849729424089
isogroup10371,-1.06361221743255
isogroup10372,2.6779374691355
isogroup10373,-1.65013360366118
isogroup10374,0.783786378184195
isogroup10375,-0.203693162500245
isogroup10376,-1.93034337087154
isogroup10377,1.05504362279385
isogroup10378,1.40801046450978
isogroup10379,-0.574839667370135
isogroup1038,-2.04027445339196
isogroup10380,-1.62810468914775
isogroup10381,4.54237627382676
isogroup10382,-1.18676473920629
isogroup10383,-1.39725532066592
isogroup10384,-1.76739393118828
isogroup10385,-1.40575554396069
isogroup10386,-0.125076243891509
isogroup10387,-0.448427380925533
isogroup10388,3.03477369797327
isogroup10389,-0.484357972349636
isogroup1039,-0.898552542559891
isogroup10390,2.03871534838341
isogroup10391,2.74438226925744
isogroup10392,-1.1379098481111
isogroup10393,-0.924153176616606
isogroup10394,1.83131204915752
isogroup10395,1.84350831166985
isogroup10396,0.650431790420285
isogroup10398,-1.09957335781698
isogroup10399,0.261989830070525
isogroup104,-1.31913876076331
isogroup1040,-0.816238293348654
isogroup10400,0.594739708659151
isogroup10401,0.82509784186225
isogroup10402,-1.85144427381386
isogroup10403,-2.78503787280343
isogroup10404,-1.1972205470089
isogroup10405,-0.416001957787198
isogroup10406,0.973932444871108
isogroup10408,1.56156458366927
isogroup10409,-0.226506986916781
isogroup1041,0.860880077605234
isogroup10410,-1.28466186820237
isogroup10411,-0.728681390159882
isogroup10412,-1.2640855916192
isogroup10413,0.974642519495994
isogroup10414,2.90852048073873
isogroup10415,0.798116128685238
isogroup10416,-0.567098918771538
isogroup10417,-0.975429235736608
isogroup10418,-1.7330564144713
isogroup10419,1.36172239829535
isogroup1042,-0.532339392173677
isogroup10420,0.802193430181493
isogroup10421,1.83037047466303
isogroup10422,-0.805755552242026
isogroup10423,-0.121018372158652
isogroup10424,0.630604841941828
isogroup10425,-2.07335305062308
isogroup10426,-1.59264246199971
isogroup10427,1.48885496003309
isogroup10429,0.894221478328778
isogroup1043,-0.581528383310332
isogroup10430,-1.07092192528024
isogroup10431,1.91392533191827
isogroup10432,-0.542167241243174
isogroup10433,-1.42600672437368
isogroup10434,2.52633277667357
isogroup10435,0.78585038639565
isogroup10436,-2.13062477115964
isogroup10437,-1.50555526772669
isogroup10438,1.91002237634611
isogroup10439,0.701554738225126
isogroup1044,0.781896789632486
isogroup10440,-0.880599103992551
isogroup10441,0.766923546355905
isogroup10442,1.2835168847673
isogroup10443,0.602335804685995
isogroup10445,0.609002791598926
isogroup10446,-1.93153381607111
isogroup10447,-1.39277842088553
isogroup10448,-0.117500364013638
isogroup1045,-1.32083116054913
isogroup10450,-1.07841378199121
isogroup10451,-1.11598782359558
isogroup10452,1.79089787440247
isogroup10455,-0.70188990873665
isogroup10456,0.611947490136382
isogroup10458,-1.64578824806123
isogroup10459,-1.91529317884603
isogroup1046,-1.2488427941899
isogroup10460,0.0160710865245328
isogroup10461,2.27074250530173
isogroup10462,-1.40346981613093
isogroup10463,1.34292071768314
isogroup10464,-1.04379553635284
isogroup10465,-0.0308084199991287
isogroup10466,-1.62732182459366
isogroup10467,2.01634041776945
isogroup10468,0.158986292061371
isogroup10469,2.01752226821865
isogroup1047,3.34735018441242
isogroup10472,-0.586847996714723
isogroup10473,-1.15127347220649
isogroup10474,-0.640987178879091
isogroup10476,0.104308086264345
isogroup10477,1.55730381172393
isogroup10478,-0.498864352916326
isogroup10479,1.85214075532725
isogroup1048,-1.71871485344013
isogroup10481,1.93020419658659
isogroup10482,-1.74034148896077
isogroup10483,-1.8289043123258
isogroup10484,0.334335161547566
isogroup10485,1.88473933484522
isogroup10486,0.46785189307426
isogroup10487,-1.33396022674613
isogroup10488,-0.679104168066455
isogroup1049,-0.852048549633582
isogroup10490,0.0966306912364391
isogroup10491,-0.0176439497573587
isogroup10492,0.824000868893109
isogroup10493,2.36185809102384
isogroup10494,0.362839434794511
isogroup10495,1.07736201662734
isogroup10496,-1.54501612785811
isogroup10499,-1.76200735091829
isogroup105,-1.21005633991282
isogroup1050,-1.9667518267526
isogroup10500,0.40440823327393
isogroup10502,-0.24794001793463
isogroup10503,-1.0855202164705
isogroup10504,0.838831664150532
isogroup10505,-2.21553903318965
isogroup10507,0.602958513390513
isogroup10508,1.36540074306333
isogroup1051,-1.80795911392292
isogroup10510,-0.57333545995999
isogroup10511,2.74618659878241
isogroup10512,-1.63279261628508
isogroup10513,1.81462225633268
isogroup10514,-1.71754093434644
isogroup10516,-0.0925049624884874
isogroup10517,0.516837491587007
isogroup10518,1.2399833097929
isogroup10519,-0.649210428594775
isogroup1052,-0.175965218754919
isogroup10520,0.489343525017153
